"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"4044","XLOC_004044","XLOC_004044","P2rx5","chr11:72973922-72986187","P0","Ad","OK",1.67681,9.07348,2.43593,3.0084,2e-04,0.00339928,"yes"
"4144","XLOC_004144","XLOC_004144","2610507B11Rik","chr11:78075253-78104125","P0","Ad","OK",50.7233,112.201,1.14536,1.5213,0.0024,0.0227888,"yes"
"4173","XLOC_004173","XLOC_004173","Adap2","chr11:79967606-79992460","P0","Ad","OK",1.40893,5.44885,1.95135,2.11642,0.00475,0.0371727,"yes"
"4176","XLOC_004176","XLOC_004176","Rhbdl3","chr11:80114413-80169457","P0","Ad","OK",0.573833,7.37192,3.68334,3.05965,0.00015,0.00273203,"yes"
"4213","XLOC_004213","XLOC_004213","Rasl10b","chr11:83222638-83234541","P0","Ad","OK",11.7651,43.202,1.87658,3.73517,5e-05,0.00106929,"yes"
"4319","XLOC_004319","XLOC_004319","Ankrd40","chr11:94189314-94203155","P0","Ad","OK",80.5114,180.356,1.16358,2.01661,0.0039,0.032314,"yes"
"4387","XLOC_004387","XLOC_004387","Mrpl45","chr11:97177029-97191234","P0","Ad","OK",24.4791,47.7667,0.964455,1.88934,0.0076,0.0503239,"no"
"4410","XLOC_004410","XLOC_004410","Tcap","chr11:98245124-98246267","P0","Ad","OK",106.234,1294.69,3.60729,6.91423,5e-05,0.00106929,"yes"
"4444","XLOC_004444","XLOC_004444","Gm11560","chr11:99793475-99794423","P0","Ad","OK",4.80401,16.9068,1.81529,2.1516,0.0028,0.0255644,"yes"
"4500","XLOC_004500","XLOC_004500","Cd300lg","chr11:101902822-101916934","P0","Ad","OK",10.4381,32.4941,1.63832,3.0899,2e-04,0.00339928,"yes"
"4533","XLOC_004533","XLOC_004533","Mapt","chr11:104092703-104193404","P0","Ad","OK",0.948413,26.148,4.78504,3.36651,5e-05,0.00106929,"yes"
"4556","XLOC_004556","XLOC_004556","Ace","chr11:105826921-105851278","P0","Ad","OK",2.64416,26.8714,3.34519,4.15989,5e-05,0.00106929,"yes"
"4560","XLOC_004560","XLOC_004560","Taco1","chr11:105926390-105934926","P0","Ad","OK",16.7128,50.2923,1.58938,3.02578,5e-05,0.00106929,"yes"
"4731","XLOC_004731","XLOC_004731","1810043H04Rik","chr11:119960241-119962018","P0","Ad","OK",11.5144,37.8577,1.71715,2.4972,0.00195,0.0194904,"yes"
"4790","XLOC_004790","XLOC_004790","Mtfp1","chr11:3991482-3995448","P0","Ad","OK",20.8683,131.107,2.65136,5.07983,5e-05,0.00106929,"yes"
"4807","XLOC_004807","XLOC_004807","Kremen1","chr11:5091554-5161561","P0","Ad","OK",19.6506,42.4668,1.11176,2.28913,0.00085,0.0105458,"yes"
"4814","XLOC_004814","XLOC_004814","Pgam2","chr11:5701642-5703736","P0","Ad","OK",352.04,814.29,1.2098,2.38885,0.00125,0.0139747,"yes"
"4819","XLOC_004819","XLOC_004819","Gck","chr11:5800822-5850084","P0","Ad","OK",0.208746,8.64831,5.3726,2.39181,0.00135,0.0147794,"yes"
"4826","XLOC_004826","XLOC_004826","Tmed4","chr11:6170371-6174873","P0","Ad","OK",20.9741,49.5825,1.24122,2.26679,0.00095,0.0114184,"yes"
"4910","XLOC_004910","XLOC_004910","Cep68","chr11:20127039-20149432","P0","Ad","OK",13.447,25.7556,0.937597,1.82907,0.006,0.0428576,"yes"
"4925","XLOC_004925","XLOC_004925","Ugp2","chr11:21221140-21274164","P0","Ad","OK",72.3267,165.166,1.19132,2.24625,0.0011,0.0126656,"yes"
"4930","XLOC_004930","XLOC_004930","Mdh1","chr11:21456789-21798992","P0","Ad","OK",601.129,1339.06,1.15547,1.84317,0.00665,0.0462029,"yes"
"4975","XLOC_004975","XLOC_004975","Ccdc85a","chr11:28285684-28484324","P0","Ad","OK",1.63108,5.20766,1.67481,1.878,0.00195,0.0194904,"yes"
"5043","XLOC_005043","XLOC_005043","Gm12138","chr11:40486311-40487358","P0","Ad","OK",1.54837,14.0344,3.18015,2.10609,0.0095,0.057948,"no"
"5047","XLOC_005047","XLOC_005047","Ccng1","chr11:40562053-40568813","P0","Ad","OK",64.3033,591.839,3.20224,4.74076,5e-05,0.00106929,"yes"
"5077","XLOC_005077","XLOC_005077","Cyfip2","chr11:46007356-46125852","P0","Ad","OK",1.71739,15.3572,3.16063,4.25445,5e-05,0.00106929,"yes"
"5096","XLOC_005096","XLOC_005096","Irgm1","chr11:48675469-48685185","P0","Ad","OK",4.02523,10.2923,1.35442,1.8441,0.0098,0.0588951,"no"
"5098","XLOC_005098","XLOC_005098","Gm12185,Tgtp1","chr11:48718157-48948889","P0","Ad","OK",0.0789923,1.51487,4.26134,0.462797,0.0062,0.04389,"yes"
"5141","XLOC_005141","XLOC_005141","Phf15","chr11:51626956-51671155","P0","Ad","OK",0.778557,4.3569,2.48443,2.77648,7e-04,0.00911344,"yes"
"5171","XLOC_005171","XLOC_005171","Slc22a5","chr11:53678043-53705162","P0","Ad","OK",5.14234,11.672,1.18256,1.94758,0.0061,0.0433544,"yes"
"5177","XLOC_005177","XLOC_005177","Pdlim4","chr11:53868429-53882516","P0","Ad","OK",3.56361,37.6313,3.40052,4.45239,5e-05,0.00106929,"yes"
"5189","XLOC_005189","XLOC_005189","Gm12231","chr11:54931602-54932297","P0","Ad","OK",108.776,342.63,1.65529,3.10559,0.00025,0.00406943,"yes"
"5191","XLOC_005191","XLOC_005191","Slc36a2","chr11:54971971-54998579","P0","Ad","OK",2.33244,16.5263,2.82485,3.59975,1e-04,0.00193782,"yes"
"5364","XLOC_005364","XLOC_005364","Rangrf","chr11:68781632-68788687","P0","Ad","OK",20.1078,66.0026,1.71477,2.36379,0.00105,0.0122183,"yes"
"5365","XLOC_005365","XLOC_005365","Pfas","chr11:68799198-68824788","P0","Ad","OK",15.1606,177.291,3.54772,3.31548,5e-05,0.00106929,"yes"
"5386","XLOC_005386","XLOC_005386","Cd68","chr11:69477714-69479655","P0","Ad","OK",1.66047,10.3528,2.64036,2.36462,0.0059,0.0423557,"yes"
"5405","XLOC_005405","XLOC_005405","Slc2a4","chr11:69756044-69761690","P0","Ad","OK",36.2534,239.332,2.72283,3.82159,5e-05,0.00106929,"yes"
"5407","XLOC_005407","XLOC_005407","Acadvl","chr11:69814096-69828913","P0","Ad","OK",217.074,568.685,1.38944,2.41294,0.00015,0.00273203,"yes"
"5424","XLOC_005424","XLOC_005424","Slc25a11","chr11:70457697-70464923","P0","Ad","OK",137.945,362.959,1.39571,2.47549,1e-04,0.00193782,"yes"
"5461","XLOC_005461","XLOC_005461","Cyb5d2","chr11:72590733-72609644","P0","Ad","OK",3.86919,11.7378,1.60106,2.31115,0.00165,0.0171916,"yes"
"5498","XLOC_005498","XLOC_005498","Rap1gap2","chr11:74196857-74403688","P0","Ad","OK",9.46675,38.0657,2.00755,2.34766,0.0011,0.0126656,"yes"
"5615","XLOC_005615","XLOC_005615","Ccl5","chr11:83339279-83344020","P0","Ad","OK",0,1.29742,Inf,NA,0.0087,0.0547324,"no"
"5616","XLOC_005616","XLOC_005616","Ccl9","chr11:83386420-83392138","P0","Ad","OK",0.972811,9.51388,3.2898,1.84711,0.00185,0.0187275,"yes"
"5617","XLOC_005617","XLOC_005617","Ccl6","chr11:83395557-83437195","P0","Ad","OK",1.13357,26.6453,4.55494,2.90393,0.002,0.0198925,"yes"
"5733","XLOC_005733","XLOC_005733","Sgca","chr11:94824104-94837641","P0","Ad","OK",33.0252,113.831,1.78525,2.79339,5e-05,0.00106929,"yes"
"5734","XLOC_005734","XLOC_005734","Pdk2","chr11:94887571-94902668","P0","Ad","OK",85.2752,243.889,1.51603,2.91215,5e-05,0.00106929,"yes"
"5750","XLOC_005750","XLOC_005750","Atp5g1","chr11:95930165-95936984","P0","Ad","OK",310.58,805.132,1.37426,2.73877,5e-05,0.00106929,"yes"
"5815","XLOC_005815","XLOC_005815","Krt222","chr11:99094074-99105399","P0","Ad","OK",2.3286,7.85464,1.75408,2.45042,0.00155,0.0164383,"yes"
"5897","XLOC_005897","XLOC_005897","Gm10039","chr11:100222931-100223465","P0","Ad","OK",149.298,852.893,2.51417,4.50968,5e-05,0.00106929,"yes"
"5912","XLOC_005912","XLOC_005912","Stat5b","chr11:100642044-100712038","P0","Ad","OK",9.70084,18.9402,0.965268,1.95803,0.0064,0.0449262,"yes"
"5913","XLOC_005913","XLOC_005913","Stat3","chr11:100720664-100800854","P0","Ad","OK",25.1156,79.3769,1.66014,2.63954,5e-05,0.00106929,"yes"
"5996","XLOC_005996","XLOC_005996","Cyb561","chr11:105795015-105814650","P0","Ad","OK",2.08865,12.7817,2.61344,2.51276,0.0051,0.0388861,"yes"
"6007","XLOC_006007","XLOC_006007","Scn4a","chr11:106179905-106210703","P0","Ad","OK",0.153176,5.59662,5.19129,4.38631,0.00035,0.00529761,"yes"
"6008","XLOC_006008","XLOC_006008","Scn4a","chr11:106210768-106214602","P0","Ad","OK",0,2.23833,Inf,NA,0.00075,0.00956334,"yes"
"6019","XLOC_006019","XLOC_006019","Kpna2","chr11:106849942-106860855","P0","Ad","OK",20.7598,43.1988,1.0572,1.9054,0.0057,0.041509,"yes"
"6043","XLOC_006043","XLOC_006043","Wipi1","chr11:109434644-109473281","P0","Ad","OK",27.7587,66.3619,1.25742,2.54953,0.00035,0.00529761,"yes"
"6046","XLOC_006046","XLOC_006046","Abca8b","chr11:109793503-109857159","P0","Ad","OK",1.1761,4.03991,1.78032,2.61711,7e-04,0.00911344,"yes"
"6047","XLOC_006047","XLOC_006047","Abca8a","chr11:109886947-109957292","P0","Ad","OK",6.90209,25.7743,1.90083,2.09903,5e-05,0.00106929,"yes"
"6111","XLOC_006111","XLOC_006111","Acox1","chr11:116033201-116076632","P0","Ad","OK",26.8323,113.24,2.07734,3.91316,5e-05,0.00106929,"yes"
"6122","XLOC_006122","XLOC_006122","Cygb","chr11:116506908-116529703","P0","Ad","OK",11.7166,30.6485,1.38726,2.64501,0.00015,0.00273203,"yes"
"6137","XLOC_006137","XLOC_006137","Socs3","chr11:117827392-117831361","P0","Ad","OK",1.33201,5.8097,2.12486,1.71968,0.00235,0.0224789,"yes"
"6177","XLOC_006177","XLOC_006177","1810049H13Rik","chr11:120317919-120319382","P0","Ad","OK",9.90021,29.6642,1.58319,2.11622,0.0044,0.0350891,"yes"
"6190","XLOC_006190","XLOC_006190","Myadml2","chr11:120507344-120523129","P0","Ad","OK",8.86876,54.9987,2.63259,2.33142,0.0071,0.048132,"yes"
"6194","XLOC_006194","XLOC_006194","Dcxr","chr11:120586712-120588595","P0","Ad","OK",1.58837,11.1253,2.80823,2.61379,0.0032,0.0280823,"yes"
"6195","XLOC_006195","XLOC_006195","Cbr2","chr11:120590802-120593428","P0","Ad","OK",2.07664,44.1708,4.41077,3.73554,4e-04,0.0059161,"yes"
"6286","XLOC_006286","XLOC_006286","E2f6","chr12:16817770-16833549","P0","Ad","OK",25.2983,58.8187,1.21723,2.36098,0.00095,0.0114184,"yes"
"6287","XLOC_006287","XLOC_006287","Rock2","chr12:16901783-16995080","P0","Ad","OK",23.2012,47.2758,1.0269,1.90398,0.00585,0.0420603,"yes"
"6355","XLOC_006355","XLOC_006355","Nampt","chr12:33505199-33538234","P0","Ad","OK",8.49715,51.0178,2.58595,4.81024,5e-05,0.00106929,"yes"
"6391","XLOC_006391","XLOC_006391","Pnpla8","chr12:45322356-45413330","P0","Ad","OK",20.6554,64.6348,1.6458,3.17885,5e-05,0.00106929,"yes"
"6470","XLOC_006470","XLOC_006470","Klhdc1","chr12:70342162-70385619","P0","Ad","OK",7.13418,23.7176,1.73314,1.62757,0.00035,0.00529761,"yes"
"6473","XLOC_006473","XLOC_006473","Atp5s","chr12:70825948-70845645","P0","Ad","OK",6.22548,17.3874,1.48179,2.09373,0.0045,0.0356868,"yes"
"6480","XLOC_006480","XLOC_006480","Tmx1","chr12:71554081-71569027","P0","Ad","OK",22.4403,41.6439,0.892009,1.62879,0.00965,0.0584375,"no"
"6538","XLOC_006538","XLOC_006538","4933426M11Rik","chr12:81891545-81981819","P0","Ad","OK",16.7686,37.8546,1.17471,2.45169,0.00075,0.00956334,"yes"
"6567","XLOC_006567","XLOC_006567","Ptgr2","chr12:85626181-85656782","P0","Ad","OK",63.7381,144.842,1.18425,2.17055,0.0015,0.0160274,"yes"
"6581","XLOC_006581","XLOC_006581","Dlst","chr12:86451782-86475041","P0","Ad","OK",176.097,399.546,1.18199,2.15975,0.00265,0.0245409,"yes"
"6592","XLOC_006592","XLOC_006592","Esrrb","chr12:87702066-87862578","P0","Ad","OK",4.34764,9.09973,1.06559,1.89784,0.0052,0.0393746,"yes"
"6604","XLOC_006604","XLOC_006604","Ahsa1","chr12:88607695-88614947","P0","Ad","OK",43.9805,90.333,1.03839,2.11021,0.00375,0.031363,"yes"
"6684","XLOC_006684","XLOC_006684","Serpina3n","chr12:105644938-105652539","P0","Ad","OK",0.391093,7.75502,4.30955,3.73366,0.0014,0.0152565,"yes"
"6687","XLOC_006687","XLOC_006687","Glrx5","chr12:106270898-106279120","P0","Ad","OK",74.7236,144.363,0.950065,1.94366,0.0061,0.0433544,"yes"
"6806","XLOC_006806","XLOC_006806","Tnfaip2","chr12:112680679-112693229","P0","Ad","OK",6.54837,24.0397,1.87621,2.00607,0.00375,0.031363,"yes"
"6833","XLOC_006833","XLOC_006833","Crip1","chr12:114390222-114392088","P0","Ad","OK",56.104,173.513,1.62887,2.83191,0.00035,0.00529761,"yes"
"6849","XLOC_006849","XLOC_006849","Ptprn2","chr12:117724192-118516640","P0","Ad","OK",0.117784,1.76852,3.90833,2.01035,0.0041,0.0335997,"yes"
"6875","XLOC_006875","XLOC_006875","Ubxn2a","chr12:4885837-4914511","P0","Ad","OK",11.333,35.0567,1.62915,2.99844,5e-05,0.00106929,"yes"
"6880","XLOC_006880","XLOC_006880","Rhob","chr12:8504568-8506791","P0","Ad","OK",59.3984,124.061,1.06255,2.21035,0.00195,0.0194904,"yes"
"6902","XLOC_006902","XLOC_006902","Lpin1","chr12:16542474-16596576","P0","Ad","OK",12.0102,72.9776,2.60319,5.22067,5e-05,0.00106929,"yes"
"6961","XLOC_006961","XLOC_006961","Dld","chr12:32016428-32036302","P0","Ad","OK",133.928,304.856,1.18667,2.20888,0.00135,0.0147794,"yes"
"7005","XLOC_007005","XLOC_007005","Gm1818","chr12:49655168-49660958","P0","Ad","OK",2.0062,8.90166,2.14961,2.76841,0.00215,0.0210031,"yes"
"7008","XLOC_007008","XLOC_007008","Strn3","chr12:52709527-52839918","P0","Ad","OK",28.1747,58.4198,1.05206,1.98601,0.0049,0.0379917,"yes"
"7011","XLOC_007011","XLOC_007011","Heatr5a","chr12:52976859-53072308","P0","Ad","OK",5.35124,11.701,1.12868,2.20555,0.00235,0.0224789,"yes"
"7016","XLOC_007016","XLOC_007016","Egln3","chr12:55279967-55304847","P0","Ad","OK",13.8714,123.624,3.15577,6.15168,5e-05,0.00106929,"yes"
"7080","XLOC_007080","XLOC_007080","Sos2","chr12:70684747-70782839","P0","Ad","OK",6.29432,14.8514,1.23848,2.40551,0.00075,0.00956334,"yes"
"7082","XLOC_007082","XLOC_007082","L2hgdh","chr12:70791422-70825861","P0","Ad","OK",7.92802,23.9759,1.59655,2.98503,1e-04,0.00193782,"yes"
"7103","XLOC_007103","XLOC_007103","Six4","chr12:74200595-74215024","P0","Ad","OK",0.557648,2.06605,1.88945,2.13682,0.00515,0.0391416,"yes"
"7105","XLOC_007105","XLOC_007105","Trmt5","chr12:74380998-74387698","P0","Ad","OK",6.69276,19.105,1.51328,2.48553,0.00135,0.0147794,"yes"
"7114","XLOC_007114","XLOC_007114","Rplp2-ps1","chr12:76731923-76732365","P0","Ad","OK",41.4115,118.276,1.51405,2.22312,0.003,0.0269244,"yes"
"7126","XLOC_007126","XLOC_007126","Spnb1","chr12:77681474-77811534","P0","Ad","OK",15.0263,33.2213,1.14462,1.70159,0.00435,0.0348073,"yes"
"7173","XLOC_007173","XLOC_007173","Gm5436","chr12:85599281-85599923","P0","Ad","OK",70.5834,189.702,1.42633,2.68666,0.00095,0.0114184,"yes"
"7175","XLOC_007175","XLOC_007175","Entpd5","chr12:85714806-85749979","P0","Ad","OK",24.9374,55.3038,1.14907,2.04297,0.0018,0.0184045,"yes"
"7176","XLOC_007176","XLOC_007176","Aldh6a1","chr12:85750020-85791900","P0","Ad","OK",24.5083,88.0098,1.84439,3.50057,5e-05,0.00106929,"yes"
"7185","XLOC_007185","XLOC_007185","Pgf","chr12:86507588-86518246","P0","Ad","OK",0.72784,6.70994,3.20461,2.66293,0.00485,0.0377272,"yes"
"7188","XLOC_007188","XLOC_007188","Nek9","chr12:86640463-86680312","P0","Ad","OK",22.9027,57.7953,1.33543,2.71656,3e-04,0.00470584,"yes"
"7248","XLOC_007248","XLOC_007248","Ttc7b","chr12:101538980-101759032","P0","Ad","OK",14.5592,33.8293,1.21634,2.47282,0.00055,0.00757606,"yes"
"7259","XLOC_007259","XLOC_007259","Trip11","chr12:103072252-103153545","P0","Ad","OK",6.83119,15.5964,1.19101,1.54047,0.00825,0.0528111,"no"
"7263","XLOC_007263","XLOC_007263","Lgmn","chr12:103632293-103678023","P0","Ad","OK",28.0479,59.8452,1.09334,2.20083,0.00235,0.0224789,"yes"
"7271","XLOC_007271","XLOC_007271","Ddx24","chr12:104646185-104664077","P0","Ad","OK",15.2811,31.5993,1.04814,2.12482,0.00335,0.0289703,"yes"
"7272","XLOC_007272","XLOC_007272","Ifi27l2a,Ifi27l2b","chr12:104680376-104695433","P0","Ad","OK",3.7528,33.5393,3.15981,2.522,0.00415,0.0338149,"yes"
"7322","XLOC_007322","XLOC_007322","Slc25a29","chr12:110064082-110074093","P0","Ad","OK",1.3254,18.1163,3.77279,3.76379,5e-05,0.00106929,"yes"
"7342","XLOC_007342","XLOC_007342","Ankrd9","chr12:112213562-112217250","P0","Ad","OK",6.33252,49.5307,2.96747,4.69815,5e-05,0.00106929,"yes"
"7353","XLOC_007353","XLOC_007353","2010107E04Rik","chr12:113199586-113205188","P0","Ad","OK",575.144,1215.59,1.07966,2.25034,0.0015,0.0160274,"yes"
"7358","XLOC_007358","XLOC_007358","Ahnak2","chr12:114010404-114040868","P0","Ad","OK",0.603449,2.21505,1.87603,2.17564,0.00945,0.0577915,"no"
"7565","XLOC_007565","XLOC_007565","B3galnt2","chr13:14046940-14131905","P0","Ad","OK",3.62577,13.6983,1.91763,2.52023,0.0026,0.0242672,"yes"
"7604","XLOC_007604","XLOC_007604","AK157302","chr13:21587091-21589015","P0","Ad","OK",3.75588,16.5172,2.13674,2.93218,0.0032,0.0280823,"yes"
"7671","XLOC_007671","XLOC_007671","Hist1h4h","chr13:23622918-23623388","P0","Ad","OK",5.40301,46.7551,3.11329,3.10398,0.00105,0.0122183,"yes"
"7681","XLOC_007681","XLOC_007681","Hist1h2bc","chr13:23776067-23784357","P0","Ad","OK",5.52719,47.3416,3.09849,3.97087,5e-05,0.00106929,"yes"
"7684","XLOC_007684","XLOC_007684","Hist1h1c","chr13:23830675-23832235","P0","Ad","OK",19.7274,41.6055,1.07657,2.0669,0.00385,0.0319927,"yes"
"7758","XLOC_007758","XLOC_007758","Serpinb6b","chr13:33057077-33070936","P0","Ad","OK",9.45056,24.5222,1.37562,2.3812,0.0011,0.0126656,"yes"
"7797","XLOC_007797","XLOC_007797","Dsp","chr13:38243196-38290446","P0","Ad","OK",81.9968,201.04,1.29385,2.06418,0.00305,0.0272017,"yes"
"7810","XLOC_007810","XLOC_007810","BC024659","chr13:41345228-41371943","P0","Ad","OK",9.29337,20.9648,1.17369,2.26135,0.00185,0.0187275,"yes"
"7820","XLOC_007820","XLOC_007820","Sirt5","chr13:43460881-43490571","P0","Ad","OK",9.15414,25.8921,1.50002,2.51499,0.001,0.0118199,"yes"
"7840","XLOC_007840","XLOC_007840","Rnf144b","chr13:47218088-47343360","P0","Ad","OK",3.81164,8.2898,1.12093,1.91393,0.00835,0.0532359,"no"
"7927","XLOC_007927","XLOC_007927","Dapk1","chr13:60703307-60864546","P0","Ad","OK",4.22319,10.3156,1.28843,2.37798,0.00175,0.0180096,"yes"
"7998","XLOC_007998","XLOC_007998","Slc12a7","chr13:73870541-73954191","P0","Ad","OK",41.1796,81.2964,0.981262,1.95728,0.0052,0.0393746,"yes"
"8010","XLOC_008010","XLOC_008010","Erap1","chr13:74777319-74829983","P0","Ad","OK",4.80204,13.7545,1.51818,2.76997,3e-04,0.00470584,"yes"
"8013","XLOC_008013","XLOC_008013","Gm4149","chr13:75782311-75782674","P0","Ad","OK",25.3108,81.2495,1.6826,2.56366,0.0055,0.0407154,"yes"
"8015","XLOC_008015","XLOC_008015","Ell2","chr13:75844931-75909804","P0","Ad","OK",1.1803,10.4245,3.14276,3.9805,5e-05,0.00106929,"yes"
"8218","XLOC_008218","XLOC_008218","Mtr","chr13:12279085-12350267","P0","Ad","OK",10.6777,57.9639,2.44055,4.19286,5e-05,0.00106929,"yes"
"8242","XLOC_008242","XLOC_008242","1600012F09Rik","chr13:18078473-18085185","P0","Ad","OK",3.5696,11.6982,1.71245,2.76614,0.00065,0.00858808,"yes"
"8243","XLOC_008243","XLOC_008243","Vdac3-ps1","chr13:18122575-18123427","P0","Ad","OK",42.0154,114.073,1.44097,2.50087,0.0011,0.0126656,"yes"
"8265","XLOC_008265","XLOC_008265","Gm11273","chr13:21592897-21593287","P0","Ad","OK",185.445,696.972,1.91011,3.98155,5e-05,0.00106929,"yes"
"8372","XLOC_008372","XLOC_008372","Gmnn","chr13:24843713-24853792","P0","Ad","OK",14.9212,34.3664,1.20364,2.01695,0.0057,0.041509,"yes"
"8374","XLOC_008374","XLOC_008374","Acot13","chr13:24909816-24923386","P0","Ad","OK",133.106,430.451,1.69327,3.47263,5e-05,0.00106929,"yes"
"8376","XLOC_008376","XLOC_008376","Mrs2","chr13:25084351-25112248","P0","Ad","OK",11.1903,22.5032,1.00788,1.86483,0.00975,0.0587185,"no"
"8407","XLOC_008407","XLOC_008407","Uqcrfs1","chr13:30632176-30637231","P0","Ad","OK",285.321,875.305,1.6172,3.125,5e-05,0.00106929,"yes"
"8420","XLOC_008420","XLOC_008420","Mylk4","chr13:32792695-32875823","P0","Ad","OK",2.8616,36.6274,3.67803,6.27475,5e-05,0.00106929,"yes"
"8449","XLOC_008449","XLOC_008449","F13a1","chr13:36959046-37142113","P0","Ad","OK",2.95493,17.1545,2.53739,4.31559,5e-05,0.00106929,"yes"
"8475","XLOC_008475","XLOC_008475","Gfod1","chr13:43290887-43399541","P0","Ad","OK",4.55545,20.2068,2.14918,4.16472,5e-05,0.00106929,"yes"
"8478","XLOC_008478","XLOC_008478","Ccdc90a","chr13:43635790-43655495","P0","Ad","OK",13.0168,37.2725,1.51774,2.86916,5e-05,0.00106929,"yes"
"8480","XLOC_008480","XLOC_008480","Dtnbp1","chr13:45017453-45097509","P0","Ad","OK",25.2975,52.5075,1.05353,2.13332,0.0024,0.0227888,"yes"
"8490","XLOC_008490","XLOC_008490","Nhlrc1","chr13:47107926-47110219","P0","Ad","OK",1.84156,6.4999,1.81949,2.24032,0.0051,0.0388861,"yes"
"8503","XLOC_008503","XLOC_008503","Wnk2","chr13:49131671-49243383","P0","Ad","OK",4.98382,30.4064,2.60905,3.47583,5e-05,0.00106929,"yes"
"8520","XLOC_008520","XLOC_008520","Auh","chr13:52930487-53025050","P0","Ad","OK",35.0179,71.1043,1.02184,1.885,0.00555,0.0408731,"yes"
"8578","XLOC_008578","XLOC_008578","Agtpbp1","chr13:59550895-59686588","P0","Ad","OK",12.838,74.4868,2.53657,2.59926,5e-05,0.00106929,"yes"
"8584","XLOC_008584","XLOC_008584","Isca1","chr13:59856769-59871171","P0","Ad","OK",46.4175,118.899,1.357,2.71265,3e-04,0.00470584,"yes"
"8616","XLOC_008616","XLOC_008616","Fbp2","chr13:62938243-62959760","P0","Ad","OK",5.52907,14.5267,1.3936,2.00506,0.00935,0.0575009,"no"
"8648","XLOC_008648","XLOC_008648","Uqcrb","chr13:67001552-67099337","P0","Ad","OK",253.351,620.334,1.2919,2.0558,0.00415,0.0338149,"yes"
"8674","XLOC_008674","XLOC_008674","Ube2ql1","chr13:69841712-69878775","P0","Ad","OK",0.727695,5.09372,2.80731,2.79078,0.00215,0.0210031,"yes"
"8682","XLOC_008682","XLOC_008682","Ndufs6","chr13:73457285-73465990","P0","Ad","OK",259.723,539.327,1.05419,2.18928,0.00185,0.0187275,"yes"
"8696","XLOC_008696","XLOC_008696","Lrrc14b","chr13:74487756-74503231","P0","Ad","OK",13.4101,49.8072,1.89303,2.98705,2e-04,0.00339928,"yes"
"8699","XLOC_008699","XLOC_008699","Cast","chr13:74831690-74945958","P0","Ad","OK",19.8194,43.7257,1.14156,2.36038,0.0012,0.0135755,"yes"
"8721","XLOC_008721","XLOC_008721","Cox7c","chr13:86184420-86186509","P0","Ad","OK",210.694,546.452,1.37495,2.62894,0.00045,0.00654015,"yes"
"8734","XLOC_008734","XLOC_008734","Ckmt2","chr13:91992991-92016490","P0","Ad","OK",58.9641,1831.7,4.9572,8.6148,5e-05,0.00106929,"yes"
"8735","XLOC_008735","XLOC_008735","Rasgrf2","chr13:92020004-92901611","P0","Ad","OK",0.343263,3.89531,3.50435,2.23972,2e-04,0.00339928,"yes"
"8742","XLOC_008742","XLOC_008742","Cmya5","chr13:93810667-93914679","P0","Ad","OK",12.8737,108.994,3.08175,5.67577,5e-05,0.00106929,"yes"
"8806","XLOC_008806","XLOC_008806","Pik3r1","chr13:102450715-102538172","P0","Ad","OK",11.9305,41.8654,1.8111,3.5445,5e-05,0.00106929,"yes"
"8825","XLOC_008825","XLOC_008825","Apoo-ps","chr13:108204220-108204817","P0","Ad","OK",25.0028,117.577,2.23344,3.8292,5e-05,0.00106929,"yes"
"8833","XLOC_008833","XLOC_008833","Gm15285","chr13:112151410-112151883","P0","Ad","OK",3.16704,24.9345,2.97694,2.83833,0.006,0.0428576,"yes"
"8968","XLOC_008968","XLOC_008968","Thrb","chr14:18493473-18870602","P0","Ad","OK",0.667825,7.61612,3.51151,4.69686,5e-05,0.00106929,"yes"
"8982","XLOC_008982","XLOC_008982","Nudt13","chr14:21113911-21136797","P0","Ad","OK",6.42631,14.7892,1.20248,1.99732,0.00615,0.043601,"yes"
"8989","XLOC_008989","XLOC_008989","Chchd1","chr14:21522248-21523639","P0","Ad","OK",37.1635,90.858,1.28973,2.35615,0.0011,0.0126656,"yes"
"9020","XLOC_009020","XLOC_009020","Gm16241","chr14:27176059-27219942","P0","Ad","OK",3.25165,16.6856,2.35936,3.21647,0.00175,0.0180096,"yes"
"9027","XLOC_009027","XLOC_009027","Asb14","chr14:27707742-27728444","P0","Ad","OK",2.62187,47.5367,4.18038,5.16111,5e-05,0.00106929,"yes"
"9035","XLOC_009035","XLOC_009035","Lrtm1","chr14:29718132-30535050","P0","Ad","OK",6.84191,113.631,4.05381,7.72148,5e-05,0.00106929,"yes"
"9061","XLOC_009061","XLOC_009061","Galntl2","chr14:32842174-32875383","P0","Ad","OK",0.817897,6.29921,2.94518,4.09256,5e-05,0.00106929,"yes"
"9066","XLOC_009066","XLOC_009066","Ogdhl","chr14:33135204-33161006","P0","Ad","OK",3.21478,47.3454,3.88043,6.56566,5e-05,0.00106929,"yes"
"9143","XLOC_009143","XLOC_009143","Gm8113","chr14:44503054-44511076","P0","Ad","OK",79.8203,237.077,1.57053,3.0114,1e-04,0.00193782,"yes"
"9164","XLOC_009164","XLOC_009164","Gm16439","chr14:45216339-45216903","P0","Ad","OK",1.6297,12.364,2.92346,2.25965,0.00705,0.0479528,"yes"
